object_id,full_id,osm_id,osm_type,amenity,name,operator,lon,lat
344,n4937579522,4937579522,node,bar,Plaza del Negrito, ,-0.3771916,39.476065
345,n4937579524,4937579524,node,bar,Fox Congo, ,-0.3787393,39.4765257
346,n4937587821,4937587821,node,bar,Café Infanta, ,-0.38004,39.4760854
347,n4937595721,4937595721,node,bar,Johnny Maracas, ,-0.3793937,39.4764475
348,n4976767522,4976767522,node,bar,Panederia, ,-0.3574753,39.4636329
349,n4989970379,4989970379,node,bar,Clementina Bar, ,-0.3340143,39.4602308
350,n4989970396,4989970396,node,bar,racó, ,-0.3397112,39.461933
351,n4992278221,4992278221,node,bar,Bar Galan, ,-0.3423025,39.4627621
352,n4992278237,4992278237,node,bar,cerveceria tames, ,-0.3544158,39.4662805
353,n5017926108,5017926108,node,bar,Beach Bol, ,-0.3237619,39.4743528
354,n5032589998,5032589998,node,bar,Rifer, ,-0.3600664,39.4682362
355,n5045105921,5045105921,node,bar,Hard Rock Cafe, ,-0.377144,39.4686799
356,n5046886127,5046886127,node,bar,San Patricio, ,-0.3770611,39.470946
357,n5046887021,5046887021,node,bar,Santa María, ,-0.3775279,39.4728267
358,n5046970827,5046970827,node,bar,La Catedral, ,-0.375679,39.476035
359,n5046970828,5046970828,node,bar,El Micalet, ,-0.3756026,39.4762697
360,n5046970829,5046970829,node,bar,La Crêpe, ,-0.3756792,39.4763066
361,n5046970830,5046970830,node,bar,El Colmado, ,-0.3757974,39.4752287
362,n5140907669,5140907669,node,bar,Unic Daily Goodness, ,-0.3801005,39.4764247
363,n5141712166,5141712166,node,bar,Radio City, ,-0.3813589,39.4746839
364,n5165746873,5165746873,node,bar,Los Segovia, ,-0.3943502,39.4887501
365,n5219360567,5219360567,node,bar,Cafe Bar La Cantera, ,-0.3713907,39.4513519
366,n5219365257,5219365257,node,bar,Casa Mateo, ,-0.3715745,39.4515518
367,n5299081993,5299081993,node,bar,Dos palmeras, ,-0.3902238,39.4867375
368,n5299082000,5299082000,node,bar,4 lirios, ,-0.389778,39.487665
369,n5299082003,5299082003,node,bar,Bar de Ruize, ,-0.390256,39.4874715
370,n5299082006,5299082006,node,bar,Tropilatina, ,-0.3904196,39.4871183
371,n5299082015,5299082015,node,bar,Sal i Sucre, ,-0.3917902,39.4874514
372,n5299082724,5299082724,node,bar,Cafe bar Restaruante, ,-0.3912775,39.4866745
373,n5299082730,5299082730,node,bar, , ,-0.3939448,39.4853777
374,n5299082742,5299082742,node,bar, , ,-0.394643,39.4878316
375,n5299082743,5299082743,node,bar, , ,-0.3953618,39.4870223
376,n5299082744,5299082744,node,bar,"Bar, cerveceria Paco.", ,-0.3948227,39.4877509
377,n5326194323,5326194323,node,bar,Immortal, ,-0.3807066,39.4771275
378,n5353234998,5353234998,node,bar, , ,-0.3807584,39.4597941
379,n5371354756,5371354756,node,bar,A 3 bandas, ,-0.3845264,39.4670503
380,n5386984707,5386984707,node,bar,El Mosset, ,-0.3821525,39.467101
381,n5403449958,5403449958,node,bar,Bar Churreria, ,-0.4146182,39.4686683
382,n5474359051,5474359051,node,bar,El Glop, ,-0.3592049,39.4864803
383,n5483302000,5483302000,node,bar,La flama, ,-0.3771126,39.479044
384,n5522265323,5522265323,node,bar,Oliví, ,-0.3775327,39.4758804
385,n5625165021,5625165021,node,bar,La Birra de Brian, ,-0.3585571,39.4688466
386,n5641660023,5641660023,node,bar,Luan, ,-0.3794235,39.4690876
387,n5642003521,5642003521,node,bar,Calypso, ,-0.3231895,39.465206
388,n5642647822,5642647822,node,bar,Toastone, ,-0.3794819,39.4697766
389,n5643649677,5643649677,node,bar,La Pitanza, ,-0.38059,39.4761808
390,n5768730794,5768730794,node,bar,Bar Cervecería la Deportiva, ,-0.359707,39.4742573
391,n5857557552,5857557552,node,bar,Tulsa Café, ,-0.359412,39.4846949
392,n5971576015,5971576015,node,bar,Barrestaurante Porta, ,-0.3354977,39.4599221
393,n6317879440,6317879440,node,bar,Pub Colonial, ,-0.3645686,39.4856335
394,n6317879441,6317879441,node,bar,Pub Excalibur, ,-0.3643607,39.4855721
395,n6361138452,6361138452,node,bar,La Gramola, ,-0.3606514,39.4850456
396,n6361138456,6361138456,node,bar,London, ,-0.3597983,39.4851868
397,n6420457585,6420457585,node,bar,Beat Brew Bar, ,-0.3824468,39.4753509
398,n6439847103,6439847103,node,bar,Hawaika, ,-0.3889366,39.4690786
399,n6783603176,6783603176,node,bar,No Hay Nada Mejor Que 27 Amigos, ,-0.3281936,39.4708751
400,n6817890096,6817890096,node,bar,Bar Colón, ,-0.3496835,39.4687904
401,n6861001786,6861001786,node,bar,Matisse club, ,-0.3465437,39.4707101
402,n6885127107,6885127107,node,bar, , ,-0.3330135,39.4603732
403,n6935741385,6935741385,node,bar,La Bella de Cadiz, ,-0.3733927,39.4614047
404,n6954308193,6954308193,node,bar,Pulso, ,-0.3613506,39.4856601
405,n6958444585,6958444585,node,bar,Lalola, ,-0.3758292,39.4751829
406,n6966737386,6966737386,node,bar,Work in Progress, ,-0.3331308,39.4687065
407,n6970148243,6970148243,node,bar,Bar Girasol, ,-0.3657897,39.4856685
408,n6973446536,6973446536,node,bar,Malvabeach, ,-0.362118,39.4623166
409,n6973479300,6973479300,node,bar,Bar la Taperia, ,-0.3627298,39.4620641
410,n30959209,30959209,node,cafe,Bar Valencia, ,-0.3804083,39.4726864
411,n30959210,30959210,node,cafe,Cafés Valiente, ,-0.3803718,39.4725895
412,n30999260,30999260,node,cafe,Ni pa ti ni pa mi, ,-0.3818602,39.471011
413,n30999261,30999261,node,cafe,Rivendel, ,-0.3816271,39.4710084
414,n30999262,30999262,node,cafe,Poquito a poco, ,-0.381409,39.4709045
415,n31023735,31023735,node,cafe,Cervecería Velluters, ,-0.3803981,39.4711826
416,n31023736,31023736,node,cafe,Café Santos, ,-0.3808791,39.4709675
417,n31023744,31023744,node,cafe,Bar Victoria, ,-0.381146,39.4723522
418,n197384418,197384418,node,cafe,Café Bar Almansa, ,-0.3836713,39.4727638
419,n197384424,197384424,node,cafe,Café Clasic, ,-0.3836228,39.4737971
420,n203671753,203671753,node,cafe,Bar Azahar, ,-0.3823877,39.4751587
421,n203671756,203671756,node,cafe,Ca Revolta, ,-0.3810849,39.4747931
422,n203671767,203671767,node,cafe,Bar Jesús, ,-0.381215,39.4743828
423,n203671791,203671791,node,cafe,Brujas, ,-0.3799675,39.4735681
424,n203671801,203671801,node,cafe,Magarín, ,-0.3799665,39.4733774
425,n203671814,203671814,node,cafe,Café Coral, ,-0.3811324,39.4733399
426,n203671818,203671818,node,cafe,Bar els Cremats, ,-0.3812564,39.4730281
427,n203671832,203671832,node,cafe,Cafetería Leali, ,-0.3804636,39.4726806
428,n221230692,221230692,node,cafe,Adressadors, ,-0.3792638,39.4718839
429,n365242574,365242574,node,cafe,Ti amo café, ,-0.3847244,39.4704487
430,n365519623,365519623,node,cafe,Bar Jesus, ,-0.3841466,39.4702672
431,n821053535,821053535,node,cafe,Starbucks, ,-0.3780857,39.470736
432,n825235784,825235784,node,cafe,Horchatería El Siglo, ,-0.3759761,39.4739367
433,n825235820,825235820,node,cafe,Horchateria de Santa Catalina, ,-0.3762378,39.473839
434,n850179237,850179237,node,cafe,Solaz, ,-0.3710119,39.4959486
435,n869447419,869447419,node,cafe,Cafetería Pizzeria, ,-0.3433539,39.4819069
436,n1189714399,1189714399,node,cafe,Con Fundamento, ,-0.390637,39.4532166
437,n1189714485,1189714485,node,cafe,Juan de Garay, ,-0.3936721,39.45433
438,n1189714878,1189714878,node,cafe,Garden, ,-0.3890102,39.4523228
439,n1189715824,1189715824,node,cafe,Avenida, ,-0.3924015,39.4536608
440,n1189716424,1189716424,node,cafe,Salon de Té Moreno Ponce 2, ,-0.3904292,39.4528787
441,n1189717061,1189717061,node,cafe,Les Pilars, ,-0.3935621,39.455031
442,n1189717850,1189717850,node,cafe,Quiros, ,-0.3903263,39.4536209
443,n1189718499,1189718499,node,cafe,Toni's, ,-0.3899888,39.4529094
444,n1219207671,1219207671,node,cafe,Bar Casa Paco, ,-0.3721349,39.4812399
445,n1236696538,1236696538,node,cafe,Cafetería Daniel's, ,-0.3629218,39.4769983
446,n1443922567,1443922567,node,cafe,Cafetería Caty, ,-0.3935114,39.4806099
447,n1443922602,1443922602,node,cafe,Campanar 43, ,-0.3938375,39.4791182
448,n1443922719,1443922719,node,cafe,Cerveceria Espe, ,-0.3940655,39.478643
449,n1452023129,1452023129,node,cafe,Jarajuel, ,-0.3934976,39.4792643
450,n1452105327,1452105327,node,cafe,Cafenet, ,-0.3955715,39.4783577
451,n1452368041,1452368041,node,cafe,Ciber Cafe, ,-0.3958178,39.4786996
452,n1452644859,1452644859,node,cafe,Capricho de las Américas, ,-0.3959627,39.480333
453,n1480123158,1480123158,node,cafe,Valiente, ,-0.3951526,39.4906172
454,n1484607864,1484607864,node,cafe,Cafe Madrid, ,-0.375503,39.472988
455,n1563550220,1563550220,node,cafe,Sabores de durban, ,-0.4021919,39.4807552
456,n1712713227,1712713227,node,cafe,Panaderia Pastisseria Temptacions, ,-0.3454019,39.4607236
457,n1783289848,1783289848,node,cafe, , ,-0.3690248,39.4593312
458,n1783289878,1783289878,node,cafe,La Estrella, ,-0.3694887,39.460596
459,n1958632837,1958632837,node,cafe,Cafetería La Vella, ,-0.3489146,39.4822199
460,n1981174883,1981174883,node,cafe, , ,-0.3804847,39.4872154
461,n2281179759,2281179759,node,cafe,Horchatería Els Sarriers, ,-0.3572466,39.492677
462,n2416947469,2416947469,node,cafe,Marbar, ,-0.3734311,39.4738985
463,n2508172900,2508172900,node,cafe,Cafetería Bertal, ,-0.3746265,39.4671241
464,n2700271491,2700271491,node,cafe,Café Museo, ,-0.3793001,39.4795503
465,n2700282753,2700282753,node,cafe,Café Sant Jaume, ,-0.3798807,39.4763717
466,n2700293396,2700293396,node,cafe,Café & Té, ,-0.3756215,39.4761925
467,n2733398080,2733398080,node,cafe,Café-Bar Mayor, ,-0.4125043,39.4738041
468,n2861957520,2861957520,node,cafe,Cafeteria Facultad de Derecho, ,-0.34266,39.4784752
469,n2910419108,2910419108,node,cafe,Panaria, ,-0.3798923,39.47133
470,n3014161761,3014161761,node,cafe,Liaopastel, ,-0.3874308,39.4636489
471,n3034814645,3034814645,node,cafe,melocomo, ,-0.3673765,39.4641914
472,n3053351109,3053351109,node,cafe,Café Lisboa, ,-0.3775961,39.4744055
473,n3074041135,3074041135,node,cafe, , ,-0.3466345,39.4836848
474,n3164300961,3164300961,node,cafe,Viriato, ,-0.3821422,39.4750188
475,n3196374299,3196374299,node,cafe,Magarota, ,-0.377039,39.4747984
476,n3376384547,3376384547,node,cafe,Starbucks,Starbucks,-0.3764991,39.472787
477,n3376384548,3376384548,node,cafe,Starbucks,Starbucks,-0.3710739,39.4728205
478,n3467890618,3467890618,node,cafe,Carajillo, ,-0.3499385,39.4763263
479,n3615341678,3615341678,node,cafe,El Pozo, ,-0.4170043,39.5025375
480,n3615341679,3615341679,node,cafe, , ,-0.417066,39.5029376
481,n3626109031,3626109031,node,cafe,Panaria Jaime Roig, ,-0.364187,39.4814198
482,n3657800506,3657800506,node,cafe,Cafetería Mibble, ,-0.3764093,39.4711877
483,n3657800510,3657800510,node,cafe,Aromas de Dakar, ,-0.376537,39.4717307
484,n3657800641,3657800641,node,cafe,Cafe De Les Mones, ,-0.3710506,39.4718995
485,n3657800647,3657800647,node,cafe,Cafetería Bombay, ,-0.372068,39.4714124
486,n3657800655,3657800655,node,cafe,lotelito, ,-0.3747216,39.4705022
487,n3657800671,3657800671,node,cafe,Wowble, ,-0.3751571,39.4672736
488,n3658278551,3658278551,node,cafe,Panaria, ,-0.3720372,39.4631364
489,n3658278553,3658278553,node,cafe,Bocatería Centro, ,-0.3717626,39.462895
490,n3686352684,3686352684,node,cafe,Orxateria Gelateria Blanc i Verd, ,-0.3410777,39.4613374
491,n3708224887,3708224887,node,cafe, , ,-0.3690125,39.4671876
492,n3718298733,3718298733,node,cafe,Quest Laser Cafe, ,-0.4080331,39.4768153
493,n3830839837,3830839837,node,cafe,petitbistró, ,-0.3801721,39.4763983
494,n3872582749,3872582749,node,cafe,Coffe house, ,-0.4014258,39.4810564
495,n3874296057,3874296057,node,cafe,vera, ,-0.3526416,39.4745613
496,n3927309157,3927309157,node,cafe,distrito 21, ,-0.3547248,39.4735717
497,n4052437490,4052437490,node,cafe,Los Arcos, ,-0.3917123,39.4573066
498,n4243934693,4243934693,node,cafe,Neco, ,-0.3464383,39.4565314
499,n4243940490,4243940490,node,cafe,Neco, ,-0.3738035,39.4698749
500,n4308650775,4308650775,node,cafe,Cafe del Duende, ,-0.3853671,39.4783071
501,n4357301514,4357301514,node,cafe,La Pausa - Lavazza, ,-0.381852,39.4600041
502,n4360523390,4360523390,node,cafe,playa, ,-0.3248834,39.4739519
503,n4396025694,4396025694,node,cafe,Cafetería La Nau, ,-0.3725283,39.4731439
504,n4396060289,4396060289,node,cafe,Cafetería la Virgen, ,-0.375516,39.4759823
505,n4407061293,4407061293,node,cafe,La clave, ,-0.3473478,39.4704357
506,n4478500490,4478500490,node,cafe,Cafe Federal, ,-0.3755055,39.4722336
507,n4510176990,4510176990,node,cafe,Cappuccino Valencia, ,-0.375166,39.4738214
508,n4665195961,4665195961,node,cafe,Pan de Café, ,-0.379376,39.4489669
509,n4679377305,4679377305,node,cafe,Churrería Chocolatería, ,-0.3423059,39.4630217
510,n4737798122,4737798122,node,cafe,El menjar amb viracre, ,-0.3713128,39.479281
511,n4738384567,4738384567,node,cafe,Bar Cafeteria La Reja, ,-0.3508217,39.4652164
512,n4738395822,4738395822,node,cafe,Cafeteria Omar, ,-0.350464,39.4651124
513,n4738510558,4738510558,node,cafe,Cafe Dels Sommis, ,-0.3474008,39.4642054
514,n4738520452,4738520452,node,cafe,NOU Amstel, ,-0.3465699,39.4639561
515,n4741189826,4741189826,node,cafe,Panaria, ,-0.3642253,39.4644825
516,n4741566837,4741566837,node,cafe, , ,-0.3988274,39.4767062
517,n4741567134,4741567134,node,cafe,Cafetería Plaza Picasso, ,-0.3983847,39.4767649
518,n4741567137,4741567137,node,cafe,Sajonia, ,-0.393502,39.4781548
519,n4741567424,4741567424,node,cafe,Café Cucharita, ,-0.3974222,39.4776653
520,n4741576028,4741576028,node,cafe,Llao Llao, ,-0.3763681,39.4729517
521,n4744188538,4744188538,node,cafe,Aremar, ,-0.3778051,39.4706169
522,n4744207922,4744207922,node,cafe,Paco Sucre i Blat, ,-0.3794192,39.4689699
523,n4744211222,4744211222,node,cafe,Cafetería Heladería Sant Pau, ,-0.3785809,39.4687556
524,n4744804126,4744804126,node,cafe,Café Bertzal, ,-0.3757718,39.4748723
525,n4880287524,4880287524,node,cafe,Cafe Lavin, ,-0.3759535,39.4788216
526,n4880301721,4880301721,node,cafe,La Mie Dorée, ,-0.3463033,39.457773
527,n4892914829,4892914829,node,cafe,Cafetería Ascot, ,-0.3769547,39.4713869
528,n4897429721,4897429721,node,cafe, , ,-0.3811284,39.4662896
529,n4907454323,4907454323,node,cafe,Cafetería Bertal, ,-0.379951,39.467759
530,n4920008922,4920008922,node,cafe,Espai Llimera, ,-0.3873731,39.4692446
531,n4989782806,4989782806,node,cafe, , ,-0.3573552,39.4675096
532,n4989821187,4989821187,node,cafe,Capuccino, ,-0.3534213,39.4663322
533,n4989856558,4989856558,node,cafe, , ,-0.3443878,39.463607
534,n4989867674,4989867674,node,cafe,Cafeteria El puerto, ,-0.3366235,39.4613217
535,n4989970382,4989970382,node,cafe, , ,-0.334417,39.4603529
536,n4989970384,4989970384,node,cafe,Barcafeteria Alhambra, ,-0.3347761,39.4604537
537,n4989970393,4989970393,node,cafe,Valikiria, ,-0.3400779,39.4620418
538,n4992129035,4992129035,node,cafe,Italian Break, ,-0.3748573,39.473721
539,n5016389540,5016389540,node,cafe,El Café de Camilo, ,-0.3771408,39.4736416
540,n5044805242,5044805242,node,cafe,Lauria 3, ,-0.3751465,39.469199
541,n5044808330,5044808330,node,cafe,BlueMoon, ,-0.3768061,39.4681013
542,n5044808335,5044808335,node,cafe,La Bolsa, ,-0.3739633,39.4688468
543,n5044810228,5044810228,node,cafe,Véneto, ,-0.3757559,39.4683636
544,n5044812021,5044812021,node,cafe,Valiente, ,-0.3790311,39.4678735
545,n5046860633,5046860633,node,cafe,Horchatería El Collado, ,-0.3777765,39.4741283
546,n5046886125,5046886125,node,cafe,Viena, ,-0.3770899,39.4690861
547,n5046886130,5046886130,node,cafe,Yogurtería Danone, ,-0.3771426,39.4723798
548,n5058392247,5058392247,node,cafe, , ,-0.365872,39.472373
549,n5139947761,5139947761,node,cafe,Pastelería NUEZCAFÉ, ,-0.3778301,39.469029
550,n5139965863,5139965863,node,cafe,Cafeteria Suizo, ,-0.3763119,39.4713686
551,n5140036026,5140036026,node,cafe,Navellos, ,-0.3751189,39.4774589
552,n5140267719,5140267719,node,cafe,Cafes Reke Su Cafe Kiosco La Paz, ,-0.3703726,39.472578
553,n5149556524,5149556524,node,cafe,Alvaro, ,-0.3667353,39.4674339
554,n5249236321,5249236321,node,cafe, , ,-0.3753599,39.4717113
555,n5250590022,5250590022,node,cafe,Cafeteria Lim, ,-0.3788644,39.4728888
556,n5250590122,5250590122,node,cafe,Café Tertulia, ,-0.3798457,39.4769686
557,n5257504625,5257504625,node,cafe,Cafetería la creme, ,-0.3928297,39.4858754
558,n5299081991,5299081991,node,cafe,Bar Cafeteria Avenida, ,-0.3903762,39.4863908
559,n5353234997,5353234997,node,cafe,Café Café, ,-0.3817356,39.4598314
560,n5405018423,5405018423,node,cafe, , ,-0.3782989,39.4762722
561,n5457024525,5457024525,node,cafe, , ,-0.3929664,39.4471737
562,n5457556985,5457556985,node,cafe,Cafetal Club, ,-0.396118,39.4618825
563,n5457808189,5457808189,node,cafe,Cafecito, ,-0.3885496,39.4645032
564,n5457882662,5457882662,node,cafe,El Colmado, ,-0.3579506,39.4860528
565,n5457892435,5457892435,node,cafe,Liaopastel, ,-0.3850036,39.4698033
566,n5473531804,5473531804,node,cafe,Cafetal Club, ,-0.3273211,39.4768948
567,n5473531946,5473531946,node,cafe,La Biancs, ,-0.3273252,39.4765925
568,n5520319253,5520319253,node,cafe,Portobello, ,-0.3488712,39.4649524
569,n5573272521,5573272521,node,cafe,Brunch Corner - Sant Bult, ,-0.3705812,39.4749297
570,n5594269725,5594269725,node,cafe, , ,-0.3738813,39.4604315
571,n5598452387,5598452387,node,cafe,Cafeteria Fika, ,-0.3906632,39.4793644
572,n5632892421,5632892421,node,cafe,Valor, ,-0.3744682,39.4740857
573,n5643605422,5643605422,node,cafe,L'Orxateria, ,-0.3784686,39.4738331
574,n5695365466,5695365466,node,cafe,Kaf Cafe, ,-0.3564722,39.4850083
575,n5700075321,5700075321,node,cafe,El Cafetín, ,-0.3800354,39.4765022
576,n5734614678,5734614678,node,cafe,Letras y Vinos, ,-0.3596322,39.4875792
577,n5866589418,5866589418,node,cafe,Café de las Luces, ,-0.3568821,39.4813614
578,n5960058080,5960058080,node,cafe,Foc, ,-0.3562049,39.4791452
579,n5992775986,5992775986,node,cafe,El Cafe Del Mar, ,-0.3770676,39.4739398
580,n5993721186,5993721186,node,cafe,Bocateria Tandem, ,-0.3772749,39.4708509
581,n6001196527,6001196527,node,cafe,Turia, ,-0.358288,39.454881
582,n6070463188,6070463188,node,cafe,Bluebell Coffee Co., ,-0.3757748,39.4618929
583,n6200952064,6200952064,node,cafe,La Boutique Del Pan, ,-0.3493616,39.4749589
584,n6313060840,6313060840,node,cafe,Horchateria Rin, ,-0.3588085,39.4922646
585,n6361138457,6361138457,node,cafe,La Ola Fresca, ,-0.3583584,39.4830851
586,n6376763785,6376763785,node,cafe,Pinsa Re, ,-0.3761638,39.4727673
587,n6410077833,6410077833,node,cafe,La taberna de Kalixto, ,-0.3890549,39.4710965
588,n6413512606,6413512606,node,cafe,Café Berlin, ,-0.3745828,39.4630998
589,n6413801965,6413801965,node,cafe,Café Valiente, ,-0.3717082,39.45968
590,n6417567087,6417567087,node,cafe,Sweets & Coffee, ,-0.3716333,39.4627508
591,n6422926685,6422926685,node,cafe,Estrella de Mar, ,-0.3303301,39.4670638
592,n6434292412,6434292412,node,cafe,Dulce de Leche, ,-0.3848233,39.4643093
593,n6612821695,6612821695,node,cafe,Cafe de las Horas, ,-0.3755858,39.4770689
594,n6617346022,6617346022,node,cafe,Cafés Valiente, ,-0.3506597,39.4680614
595,n6617346025,6617346025,node,cafe,Cafeteria la Gavina, ,-0.3511436,39.4677897
596,n6638508085,6638508085,node,cafe, , ,-0.383465,39.4774675
597,n6638573985,6638573985,node,cafe, , ,-0.3359735,39.4596904
598,n6742055624,6742055624,node,cafe,Le Grand Café, ,-0.376319,39.4634712
599,n6783603175,6783603175,node,cafe,Cafeteria l'Arbre, ,-0.3318105,39.4639584
600,n6802922526,6802922526,node,cafe,Tims Hortons, ,-0.3781896,39.4705913
601,n6803046230,6803046230,node,cafe,Transits, ,-0.3750631,39.4710482
602,n6812000996,6812000996,node,cafe,El Café de Camilo, ,-0.3589256,39.4850737
603,n6812975418,6812975418,node,cafe,Cafe D Coco, ,-0.3586807,39.4862881
604,n6823328143,6823328143,node,cafe,Bosca29 Cafeteria, ,-0.3575273,39.4645389
605,n6823354038,6823354038,node,cafe,Cafes Montecelio, ,-0.3644983,39.4627527
606,n6823354810,6823354810,node,cafe,Alma de Cafe, ,-0.3675249,39.4630962
607,n6840233688,6840233688,node,cafe,dulce de leche San Vicente, ,-0.3783495,39.4703852
608,n6939213000,6939213000,node,cafe,Cafés Valiente, ,-0.3574742,39.4836433
609,n6942936377,6942936377,node,cafe,Panas, ,-0.3704866,39.4824917
610,n6943810868,6943810868,node,cafe,Café Maysa, ,-0.3616082,39.4859103
611,n6947782127,6947782127,node,cafe,Cafetería Zafiro, ,-0.3589949,39.4824816
612,n6955405807,6955405807,node,cafe,Cafés Valiente, ,-0.3614102,39.4863437
613,n6959650078,6959650078,node,cafe,Barocco, ,-0.3626985,39.4810609
614,n6960330687,6960330687,node,cafe, , ,-0.377623,39.4727472
615,n6960375099,6960375099,node,cafe,El Bar del Super, ,-0.3703375,39.4828058
616,n6961570690,6961570690,node,cafe,Soul Coffee, ,-0.3665184,39.4886105
617,n7008763762,7008763762,node,cafe,Central Rico - Latin Food, ,-0.3786066,39.4730428
618,n7011711775,7011711775,node,cafe,Mayan Coffees, ,-0.3715709,39.4821713
619,n7056343124,7056343124,node,cafe,Espresso Pastel, ,-0.397779,39.4714915
620,n7142538189,7142538189,node,cafe,Café Madrigal, ,-0.3771248,39.46064
621,n7195974012,7195974012,node,cafe,Brunch Corner La Virgen, ,-0.3756427,39.4769716
622,n7214075575,7214075575,node,cafe,Holbox, ,-0.3798044,39.4695341
623,n7411994005,7411994005,node,cafe,Los Picos Café, ,-0.3753056,39.4592465
624,n7464324782,7464324782,node,cafe,Chocolatería Valor, ,-0.3750252,39.4741854
625,n7562372622,7562372622,node,cafe,Marabú, ,-0.3675139,39.4649374
626,n7599824428,7599824428,node,cafe,Bar Boca2, ,-0.3536523,39.4660701
627,n7599965277,7599965277,node,cafe,Cerveceríataxi-Driver, ,-0.3545379,39.4663211
628,n7599965278,7599965278,node,cafe,Cerveceria Tamesis, ,-0.3549137,39.4664374
629,n7656668685,7656668685,node,cafe, , ,-0.3551813,39.4575524
630,n7855579974,7855579974,node,cafe,Dulce de Leche (Francia), ,-0.351638,39.4598736
631,n1995259951,1995259951,node,industrial,Puertas Cubells,,-0.3472257,39.4430743
632,n5537400569,5537400569,node,industrial, ,,-0.3678213,39.4879675
633,n6427517819,6427517819,node,industrial, ,,-0.3832867,39.4619118
634,n6484545412,6484545412,node,industrial,Oficina d'Atenció Ciutadana de Tabacalera,,-0.361608,39.4737143
635,n6935745375,6935745375,node,industrial, ,,-0.3274261,39.4793032
636,n6935759659,6935759659,node,industrial, ,,-0.3272904,39.4797422
637,n6935759813,6935759813,node,industrial, ,,-0.3268299,39.4811422
638,n6935759936,6935759936,node,industrial, ,,-0.3272624,39.4803612
639,n6935786157,6935786157,node,industrial, ,,-0.3266142,39.4822456
640,n6935787299,6935787299,node,industrial, ,,-0.3271631,39.4826573
641,n6935787560,6935787560,node,industrial, ,,-0.3271959,39.481878
642,n6935787619,6935787619,node,industrial, ,,-0.3271611,39.4826997
643,n6935787765,6935787765,node,industrial, ,,-0.3267479,39.4827805
644,n6935787776,6935787776,node,industrial, ,,-0.3271944,39.4819123
645,n6935787777,6935787777,node,industrial, ,,-0.3267545,39.4827187
646,n6935788614,6935788614,node,industrial, ,,-0.3275532,39.4822557
647,n6940116746,6940116746,node,industrial, ,,-0.359302,39.4867156
648,n6940126279,6940126279,node,industrial, ,,-0.3593416,39.4867625
649,n6958726492,6958726492,node,industrial, ,,-0.3591825,39.4881488
650,n6961560512,6961560512,node,industrial, ,,-0.3674478,39.4881729
651,n6961560513,6961560513,node,industrial, ,,-0.3673841,39.4881246
652,n6961582193,6961582193,node,industrial, ,,-0.3673183,39.4880694
653,n6997338643,6997338643,node,industrial, ,,-0.3284638,39.4805853
654,n6997375295,6997375295,node,industrial, ,,-0.3281425,39.4788039
655,n6997521225,6997521225,node,industrial, ,,-0.3299526,39.47846
656,n6997525527,6997525527,node,industrial, ,,-0.3290477,39.4806272
657,n7003854592,7003854592,node,industrial, ,,-0.3900422,39.4639353
658,n7003854625,7003854625,node,industrial, ,,-0.3903009,39.4640176
659,n7003854645,7003854645,node,industrial, ,,-0.3901347,39.4639647
660,n7003854742,7003854742,node,industrial, ,,-0.389945,39.4639079
661,n7004298817,7004298817,node,industrial, ,,-0.3897633,39.4637472
662,n7035249525,7035249525,node,industrial, ,,-0.3866183,39.4488276
663,n7035250509,7035250509,node,industrial, ,,-0.3855073,39.4515738
664,n7035250510,7035250510,node,industrial, ,,-0.38537,39.4515564
665,n7035250511,7035250511,node,industrial, ,,-0.3857349,39.4512716
666,n7035250535,7035250535,node,industrial, ,,-0.3854556,39.4512347
667,n7035250577,7035250577,node,industrial, ,,-0.3855884,39.451253
668,n7035253535,7035253535,node,industrial, ,,-0.387014,39.4488993
669,n7035253551,7035253551,node,industrial, ,,-0.3863439,39.4487777
670,n7035253639,7035253639,node,industrial, ,,-0.3864946,39.4488051
671,n7035253668,7035253668,node,industrial, ,,-0.3867425,39.4488502
672,n7035253679,7035253679,node,industrial, ,,-0.3860168,39.4493708
673,n7038032353,7038032353,node,industrial, ,,-0.3989375,39.4535032
674,n7038032382,7038032382,node,industrial, ,,-0.3980472,39.4534832
675,n7038056988,7038056988,node,industrial, ,,-0.3987615,39.4540781
676,n7038057042,7038057042,node,industrial, ,,-0.3987595,39.4533712
677,n7038057045,7038057045,node,industrial, ,,-0.3990571,39.4535918
678,n7038057051,7038057051,node,industrial, ,,-0.3979132,39.454239
679,n7038452952,7038452952,node,industrial, ,,-0.3948718,39.447683
680,n7041980307,7041980307,node,industrial, ,,-0.384802,39.4524792
681,n7041980308,7041980308,node,industrial, ,,-0.3850904,39.4525155
682,n7041980309,7041980309,node,industrial, ,,-0.3854467,39.4525603
683,n7041980340,7041980340,node,industrial, ,,-0.3847654,39.4523666
684,n7043223335,7043223335,node,industrial, ,,-0.3858534,39.4525562
685,n7043223336,7043223336,node,industrial, ,,-0.3863948,39.4526797
686,n7043225401,7043225401,node,industrial, ,,-0.3859984,39.4518527
687,n7043225425,7043225425,node,industrial, ,,-0.3860834,39.4526404
688,n7043231095,7043231095,node,industrial, ,,-0.3953596,39.4475192
689,n7043231115,7043231115,node,industrial, ,,-0.3958692,39.4472838
690,n7043264944,7043264944,node,industrial, ,,-0.3949462,39.4468082
691,n7044086207,7044086207,node,industrial, ,,-0.3933666,39.4545649
